"REF_DATE","GEO","DGUID","Age group","Sex","Satisfaction with life and with selected domains of life","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Atlantic provinces","2016A00011","55 to 64 years","Females","Feeling part of the community","Number","223","units ","0","v119128906","2.7.3.8","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","55 to 64 years","Females","Free time","Number","223","units ","0","v119128907","2.7.3.9","7.2","","","","1"
"2016","Atlantic provinces","2016A00011","55 to 64 years","Females","Quality of local environment","Number","223","units ","0","v119128908","2.7.3.10","8.3","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Both sexes","Life as a whole","Number","223","units ","0","v119128909","2.8.1.1","8.3","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Both sexes","Standard of living","Number","223","units ","0","v119128910","2.8.1.2","7.8","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Both sexes","Health","Number","223","units ","0","v119128911","2.8.1.3","7.1","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Both sexes","Achievement in life","Number","223","units ","0","v119128912","2.8.1.4","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Both sexes","Personal relationships","Number","223","units ","0","v119128913","2.8.1.5","8.5","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Both sexes","Personal appearance","Number","223","units ","0","v119128914","2.8.1.6","7.5","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Both sexes","Feelings of safety","Number","223","units ","0","v119128915","2.8.1.7","8.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Both sexes","Feeling part of the community","Number","223","units ","0","v119128916","2.8.1.8","7.8","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Both sexes","Free time","Number","223","units ","0","v119128917","2.8.1.9","8.0","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Both sexes","Quality of local environment","Number","223","units ","0","v119128918","2.8.1.10","8.4","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Males","Life as a whole","Number","223","units ","0","v119128919","2.8.2.1","8.2","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Males","Standard of living","Number","223","units ","0","v119128920","2.8.2.2","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Males","Health","Number","223","units ","0","v119128921","2.8.2.3","7.0","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Males","Achievement in life","Number","223","units ","0","v119128922","2.8.2.4","7.6","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Males","Personal relationships","Number","223","units ","0","v119128923","2.8.2.5","8.5","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Males","Personal appearance","Number","223","units ","0","v119128924","2.8.2.6","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Males","Feelings of safety","Number","223","units ","0","v119128925","2.8.2.7","8.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Males","Feeling part of the community","Number","223","units ","0","v119128926","2.8.2.8","7.8","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Males","Free time","Number","223","units ","0","v119128927","2.8.2.9","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Males","Quality of local environment","Number","223","units ","0","v119128928","2.8.2.10","8.4","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Females","Life as a whole","Number","223","units ","0","v119128929","2.8.3.1","8.4","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Females","Standard of living","Number","223","units ","0","v119128930","2.8.3.2","7.9","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Females","Health","Number","223","units ","0","v119128931","2.8.3.3","7.3","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Females","Achievement in life","Number","223","units ","0","v119128932","2.8.3.4","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Females","Personal relationships","Number","223","units ","0","v119128933","2.8.3.5","8.6","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Females","Personal appearance","Number","223","units ","0","v119128934","2.8.3.6","7.3","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Females","Feelings of safety","Number","223","units ","0","v119128935","2.8.3.7","8.6","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Females","Feeling part of the community","Number","223","units ","0","v119128936","2.8.3.8","7.9","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Females","Free time","Number","223","units ","0","v119128937","2.8.3.9","8.2","","","","1"
"2016","Atlantic provinces","2016A00011","65 years and over","Females","Quality of local environment","Number","223","units ","0","v119128938","2.8.3.10","8.4","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Both sexes","Life as a whole","Number","223","units ","0","v119128939","2.9.1.1","8.2","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Both sexes","Standard of living","Number","223","units ","0","v119128940","2.9.1.2","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Both sexes","Health","Number","223","units ","0","v119128941","2.9.1.3","7.0","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Both sexes","Achievement in life","Number","223","units ","0","v119128942","2.9.1.4","7.6","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Both sexes","Personal relationships","Number","223","units ","0","v119128943","2.9.1.5","8.4","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Both sexes","Personal appearance","Number","223","units ","0","v119128944","2.9.1.6","7.3","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Both sexes","Feelings of safety","Number","223","units ","0","v119128945","2.9.1.7","8.6","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Both sexes","Feeling part of the community","Number","223","units ","0","v119128946","2.9.1.8","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Both sexes","Free time","Number","223","units ","0","v119128947","2.9.1.9","7.8","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Both sexes","Quality of local environment","Number","223","units ","0","v119128948","2.9.1.10","8.4","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Males","Life as a whole","Number","223","units ","0","v119128949","2.9.2.1","8.3","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Males","Standard of living","Number","223","units ","0","v119128950","2.9.2.2","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Males","Health","Number","223","units ","0","v119128951","2.9.2.3","7.0","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Males","Achievement in life","Number","223","units ","0","v119128952","2.9.2.4","7.6","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Males","Personal relationships","Number","223","units ","0","v119128953","2.9.2.5","8.5","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Males","Personal appearance","Number","223","units ","0","v119128954","2.9.2.6","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Males","Feelings of safety","Number","223","units ","0","v119128955","2.9.2.7","8.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Males","Feeling part of the community","Number","223","units ","0","v119128956","2.9.2.8","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Males","Free time","Number","223","units ","0","v119128957","2.9.2.9","7.6","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Males","Quality of local environment","Number","223","units ","0","v119128958","2.9.2.10","8.5","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Females","Life as a whole","Number","223","units ","0","v119128959","2.9.3.1","8.2","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Females","Standard of living","Number","223","units ","0","v119128960","2.9.3.2","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Females","Health","Number","223","units ","0","v119128961","2.9.3.3","7.1","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Females","Achievement in life","Number","223","units ","0","v119128962","2.9.3.4","7.6","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Females","Personal relationships","Number","223","units ","0","v119128963","2.9.3.5","8.4","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Females","Personal appearance","Number","223","units ","0","v119128964","2.9.3.6","6.9","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Females","Feelings of safety","Number","223","units ","0","v119128965","2.9.3.7","8.6","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Females","Feeling part of the community","Number","223","units ","0","v119128966","2.9.3.8","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Females","Free time","Number","223","units ","0","v119128967","2.9.3.9","7.9","","","","1"
"2016","Atlantic provinces","2016A00011","65 to 74 years","Females","Quality of local environment","Number","223","units ","0","v119128968","2.9.3.10","8.4","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Both sexes","Life as a whole","Number","223","units ","0","v119128969","2.10.1.1","8.4","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Both sexes","Standard of living","Number","223","units ","0","v119128970","2.10.1.2","8.1","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Both sexes","Health","Number","223","units ","0","v119128971","2.10.1.3","7.3","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Both sexes","Achievement in life","Number","223","units ","0","v119128972","2.10.1.4","7.8","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Both sexes","Personal relationships","Number","223","units ","0","v119128973","2.10.1.5","8.7","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Both sexes","Personal appearance","Number","223","units ","0","v119128974","2.10.1.6","7.8","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Both sexes","Feelings of safety","Number","223","units ","0","v119128975","2.10.1.7","8.8","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Both sexes","Feeling part of the community","Number","223","units ","0","v119128976","2.10.1.8","8.0","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Both sexes","Free time","Number","223","units ","0","v119128977","2.10.1.9","8.3","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Both sexes","Quality of local environment","Number","223","units ","0","v119128978","2.10.1.10","8.4","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Males","Life as a whole","Number","223","units ","0","v119128979","2.10.2.1","8.1","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Males","Standard of living","Number","223","units ","0","v119128980","2.10.2.2","7.8","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Males","Health","Number","223","units ","0","v119128981","2.10.2.3","7.0","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Males","Achievement in life","Number","223","units ","0","v119128982","2.10.2.4","7.6","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Males","Personal relationships","Number","223","units ","0","v119128983","2.10.2.5","8.6","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Males","Personal appearance","Number","223","units ","0","v119128984","2.10.2.6","7.7","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Males","Feelings of safety","Number","223","units ","0","v119128985","2.10.2.7","8.8","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Males","Feeling part of the community","Number","223","units ","0","v119128986","2.10.2.8","7.9","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Males","Free time","Number","223","units ","0","v119128987","2.10.2.9","8.0","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Males","Quality of local environment","Number","223","units ","0","v119128988","2.10.2.10","8.3","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Females","Life as a whole","Number","223","units ","0","v119128989","2.10.3.1","8.6","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Females","Standard of living","Number","223","units ","0","v119128990","2.10.3.2","8.2","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Females","Health","Number","223","units ","0","v119128991","2.10.3.3","7.5","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Females","Achievement in life","Number","223","units ","0","v119128992","2.10.3.4","7.9","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Females","Personal relationships","Number","223","units ","0","v119128993","2.10.3.5","8.9","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Females","Personal appearance","Number","223","units ","0","v119128994","2.10.3.6","8.0","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Females","Feelings of safety","Number","223","units ","0","v119128995","2.10.3.7","8.7","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Females","Feeling part of the community","Number","223","units ","0","v119128996","2.10.3.8","8.1","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Females","Free time","Number","223","units ","0","v119128997","2.10.3.9","8.5","","","","1"
"2016","Atlantic provinces","2016A00011","75 years and over","Females","Quality of local environment","Number","223","units ","0","v119128998","2.10.3.10","8.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Both sexes","Life as a whole","Number","223","units ","0","v119128999","3.1.1.1","8.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Both sexes","Standard of living","Number","223","units ","0","v119129000","3.1.1.2","7.9","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Both sexes","Health","Number","223","units ","0","v119129001","3.1.1.3","7.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Both sexes","Achievement in life","Number","223","units ","0","v119129002","3.1.1.4","7.7","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Both sexes","Personal relationships","Number","223","units ","0","v119129003","3.1.1.5","8.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Both sexes","Personal appearance","Number","223","units ","0","v119129004","3.1.1.6","7.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Both sexes","Feelings of safety","Number","223","units ","0","v119129005","3.1.1.7","8.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Both sexes","Feeling part of the community","Number","223","units ","0","v119129006","3.1.1.8","7.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Both sexes","Free time","Number","223","units ","0","v119129007","3.1.1.9","7.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Both sexes","Quality of local environment","Number","223","units ","0","v119129008","3.1.1.10","8.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Males","Life as a whole","Number","223","units ","0","v119129009","3.1.2.1","8.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Males","Standard of living","Number","223","units ","0","v119129010","3.1.2.2","7.9","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Males","Health","Number","223","units ","0","v119129011","3.1.2.3","7.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Males","Achievement in life","Number","223","units ","0","v119129012","3.1.2.4","7.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Males","Personal relationships","Number","223","units ","0","v119129013","3.1.2.5","8.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Males","Personal appearance","Number","223","units ","0","v119129014","3.1.2.6","7.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Males","Feelings of safety","Number","223","units ","0","v119129015","3.1.2.7","8.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Males","Feeling part of the community","Number","223","units ","0","v119129016","3.1.2.8","7.7","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Males","Free time","Number","223","units ","0","v119129017","3.1.2.9","6.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Males","Quality of local environment","Number","223","units ","0","v119129018","3.1.2.10","8.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Females","Life as a whole","Number","223","units ","0","v119129019","3.1.3.1","8.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Females","Standard of living","Number","223","units ","0","v119129020","3.1.3.2","8.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Females","Health","Number","223","units ","0","v119129021","3.1.3.3","7.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Females","Achievement in life","Number","223","units ","0","v119129022","3.1.3.4","7.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Females","Personal relationships","Number","223","units ","0","v119129023","3.1.3.5","8.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Females","Personal appearance","Number","223","units ","0","v119129024","3.1.3.6","7.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Females","Feelings of safety","Number","223","units ","0","v119129025","3.1.3.7","8.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Females","Feeling part of the community","Number","223","units ","0","v119129026","3.1.3.8","7.9","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Females","Free time","Number","223","units ","0","v119129027","3.1.3.9","7.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 15 years and over","Females","Quality of local environment","Number","223","units ","0","v119129028","3.1.3.10","8.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Both sexes","Life as a whole","Number","223","units ","0","v119129029","3.2.1.1","8.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Both sexes","Standard of living","Number","223","units ","0","v119129030","3.2.1.2","8.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Both sexes","Health","Number","223","units ","0","v119129031","3.2.1.3","8.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Both sexes","Achievement in life","Number","223","units ","0","v119129032","3.2.1.4","7.9","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Both sexes","Personal relationships","Number","223","units ","0","v119129033","3.2.1.5","8.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Both sexes","Personal appearance","Number","223","units ","0","v119129034","3.2.1.6","7.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Both sexes","Feelings of safety","Number","223","units ","0","v119129035","3.2.1.7","9.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Both sexes","Feeling part of the community","Number","223","units ","0","v119129036","3.2.1.8","7.9","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Both sexes","Free time","Number","223","units ","0","v119129037","3.2.1.9","6.9","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Both sexes","Quality of local environment","Number","223","units ","0","v119129038","3.2.1.10","8.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Males","Life as a whole","Number","223","units ","0","v119129039","3.2.2.1","8.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Males","Standard of living","Number","223","units ","0","v119129040","3.2.2.2","8.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Males","Health","Number","223","units ","0","v119129041","3.2.2.3","8.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Males","Achievement in life","Number","223","units ","0","v119129042","3.2.2.4","7.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Males","Personal relationships","Number","223","units ","0","v119129043","3.2.2.5","8.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Males","Personal appearance","Number","223","units ","0","v119129044","3.2.2.6","7.7","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Males","Feelings of safety","Number","223","units ","0","v119129045","3.2.2.7","9.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Males","Feeling part of the community","Number","223","units ","0","v119129046","3.2.2.8","8.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Males","Free time","Number","223","units ","0","v119129047","3.2.2.9","6.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Males","Quality of local environment","Number","223","units ","0","v119129048","3.2.2.10","8.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Females","Life as a whole","Number","223","units ","0","v119129049","3.2.3.1","8.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Females","Standard of living","Number","223","units ","0","v119129050","3.2.3.2","8.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Females","Health","Number","223","units ","0","v119129051","3.2.3.3","8.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Females","Achievement in life","Number","223","units ","0","v119129052","3.2.3.4","8.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Females","Personal relationships","Number","223","units ","0","v119129053","3.2.3.5","8.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Females","Personal appearance","Number","223","units ","0","v119129054","3.2.3.6","6.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Females","Feelings of safety","Number","223","units ","0","v119129055","3.2.3.7","9.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Females","Feeling part of the community","Number","223","units ","0","v119129056","3.2.3.8","7.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Females","Free time","Number","223","units ","0","v119129057","3.2.3.9","7.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","15 to 24 years","Females","Quality of local environment","Number","223","units ","0","v119129058","3.2.3.10","8.7","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Both sexes","Life as a whole","Number","223","units ","0","v119129059","3.3.1.1","8.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Both sexes","Standard of living","Number","223","units ","0","v119129060","3.3.1.2","7.9","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Both sexes","Health","Number","223","units ","0","v119129061","3.3.1.3","7.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Both sexes","Achievement in life","Number","223","units ","0","v119129062","3.3.1.4","7.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Both sexes","Personal relationships","Number","223","units ","0","v119129063","3.3.1.5","8.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Both sexes","Personal appearance","Number","223","units ","0","v119129064","3.3.1.6","7.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Both sexes","Feelings of safety","Number","223","units ","0","v119129065","3.3.1.7","8.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Both sexes","Feeling part of the community","Number","223","units ","0","v119129066","3.3.1.8","7.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Both sexes","Free time","Number","223","units ","0","v119129067","3.3.1.9","6.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Both sexes","Quality of local environment","Number","223","units ","0","v119129068","3.3.1.10","8.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Males","Life as a whole","Number","223","units ","0","v119129069","3.3.2.1","8.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Males","Standard of living","Number","223","units ","0","v119129070","3.3.2.2","7.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Males","Health","Number","223","units ","0","v119129071","3.3.2.3","7.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Males","Achievement in life","Number","223","units ","0","v119129072","3.3.2.4","7.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Males","Personal relationships","Number","223","units ","0","v119129073","3.3.2.5","8.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Males","Personal appearance","Number","223","units ","0","v119129074","3.3.2.6","7.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Males","Feelings of safety","Number","223","units ","0","v119129075","3.3.2.7","8.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Males","Feeling part of the community","Number","223","units ","0","v119129076","3.3.2.8","7.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Males","Free time","Number","223","units ","0","v119129077","3.3.2.9","6.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Males","Quality of local environment","Number","223","units ","0","v119129078","3.3.2.10","8.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Females","Life as a whole","Number","223","units ","0","v119129079","3.3.3.1","8.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Females","Standard of living","Number","223","units ","0","v119129080","3.3.3.2","8.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Females","Health","Number","223","units ","0","v119129081","3.3.3.3","7.5","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Females","Achievement in life","Number","223","units ","0","v119129082","3.3.3.4","7.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Females","Personal relationships","Number","223","units ","0","v119129083","3.3.3.5","8.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Females","Personal appearance","Number","223","units ","0","v119129084","3.3.3.6","7.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Females","Feelings of safety","Number","223","units ","0","v119129085","3.3.3.7","8.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Females","Feeling part of the community","Number","223","units ","0","v119129086","3.3.3.8","7.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Females","Free time","Number","223","units ","0","v119129087","3.3.3.9","6.6","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 54 years","Females","Quality of local environment","Number","223","units ","0","v119129088","3.3.3.10","8.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 34 years","Both sexes","Life as a whole","Number","223","units ","0","v119129089","3.4.1.1","8.1","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 34 years","Both sexes","Standard of living","Number","223","units ","0","v119129090","3.4.1.2","8.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 34 years","Both sexes","Health","Number","223","units ","0","v119129091","3.4.1.3","7.7","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 34 years","Both sexes","Achievement in life","Number","223","units ","0","v119129092","3.4.1.4","7.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 34 years","Both sexes","Personal relationships","Number","223","units ","0","v119129093","3.4.1.5","8.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 34 years","Both sexes","Personal appearance","Number","223","units ","0","v119129094","3.4.1.6","7.3","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 34 years","Both sexes","Feelings of safety","Number","223","units ","0","v119129095","3.4.1.7","8.7","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 34 years","Both sexes","Feeling part of the community","Number","223","units ","0","v119129096","3.4.1.8","7.2","","","","1"
"2016","Newfoundland and Labrador","2016A000210","25 to 34 years","Both sexes","Free time","Number","223","units ","0","v119129097","3.4.1.9","6.4","","","","1"
