REF_DATE,GEO,Age group,Sex,UOM_ID,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Current smoker, daily or occasional","Fruit and vegetable consumption, 5 times or more per day","Life satisfaction, satisfied or very satisfied",Mood disorder,"Perceived health, very good or excellent","Perceived life stress, most days quite a bit or extremely stressful","Perceived mental health, very good or excellent","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Sense of belonging to local community, somewhat strong or very strong"
2015/2016,"Medium population centres, New Brunswick","Total, 12 years and over",Both sexes,239,33.199999999999996,33.13333333333333,44.1,18.53333333333333,27.96666666666667,92.06666666666666,10.833333333333334,59.43333333333334,19.166666666666668,69.03333333333333,54.86666666666667,59.63333333333333,68.96666666666667
2015/2016,"Medium population centres, Ontario","Total, 12 years and over",Both sexes,223,159520.4,172160.0,10360.0,124100.4,139919.8,501439.6,71160.4,332119.6,117180.0,378699.6,292620.0,22040.0,389060.2
2015/2016,"Medium population centres, Ontario","Total, 12 years and over",Both sexes,239,32.26666666666667,34.8,32.4,21.733333333333334,26.166666666666668,91.03333333333335,12.266666666666666,57.76666666666667,20.566666666666666,68.2,55.866666666666674,62.63333333333333,71.3
2015/2016,"Medium population centres, Ontario","Total, 12 years and over",Females,223,82080.4,71540.0,3060.0,54000.4,90219.8,247959.6,46720.4,162119.6,66940.0,185859.8,135160.0,8800.0,197420.2
2015/2016,"Medium population centres, Ontario","Total, 12 years and over",Females,239,33.96666666666666,29.666666666666668,21.3,18.9,33.53333333333333,89.5,16.433333333333334,56.5,23.5,66.53333333333333,51.300000000000004,54.4,71.73333333333333
2015/2016,"Medium population centres, Ontario","Total, 12 years and over",Males,223,77800.0,100620.0,7400.4,70220.4,49939.8,253740.0,23840.2,170320.0,50580.0,192959.8,157860.0,13300.0,191400.2
2015/2016,"Medium population centres, Ontario","Total, 12 years and over",Males,239,30.7,39.833333333333336,41.86666666666667,24.666666666666668,18.833333333333332,92.53333333333335,8.266666666666666,59.03333333333334,17.7,69.83333333333333,60.46666666666667,69.13333333333334,70.83333333333333
2015/2016,"Medium population centres, Prince Edward Island","Total, 12 years and over",Both sexes,223,5920.0,8580.0,420.0,3640.0,6880.0,22940.2,2560.0,15800.0,3599.8,17740.0,13220.0,580.0,16459.8
2015/2016,"Medium population centres, Prince Edward Island","Total, 12 years and over",Both sexes,239,26.866666666666664,39.36666666666667,32.833333333333336,15.033333333333333,29.03333333333333,94.93333333333332,10.266666666666667,64.73333333333333,14.700000000000001,73.66666666666667,57.43333333333334,48.9,68.96666666666667
2015/2016,"Medium population centres, Prince Edward Island","Total, 12 years and over",Males,223,2820.0,4520.0,260.0,1940.0,2960.0,10700.0,980.0,7260.0,1259.8,8260.0,6660.0,360.0,7479.8
2015/2016,"Medium population centres, Prince Edward Island","Total, 12 years and over",Males,239,27.366666666666664,43.666666666666664,40.03333333333333,17.466666666666665,27.5,95.03333333333335,9.200000000000001,64.03333333333335,11.333333333333334,73.43333333333332,62.833333333333336,51.96666666666666,66.73333333333333
2015/2016,"Medium population centres, Quebec","Total, 12 years and over",Both sexes,223,81060.0,107680.0,4460.0,71360.2,129700.2,299720.0,24600.0,188299.6,83740.2,227359.8,147939.6,13360.0,189039.8
2015/2016,"Medium population centres, Quebec","Total, 12 years and over",Both sexes,239,27.666666666666668,37.03333333333333,20.7,21.46666666666667,40.833333333333336,92.39999999999999,7.433333333333334,56.46666666666667,25.099999999999998,69.76666666666667,48.5,59.199999999999996,59.333333333333336
2015/2016,"Medium population centres, Quebec","Total, 12 years and over",Males,223,41560.0,54080.0,2740.0,35860.0,46000.2,143120.0,5959.8,91439.8,31200.0,109320.0,81360.0,9700.4,89359.8
2015/2016,"Medium population centres, Quebec","Total, 12 years and over",Males,239,29.8,39.13333333333333,21.733333333333334,23.2,30.333333333333332,92.60000000000001,3.9000000000000004,58.199999999999996,19.8,71.03333333333335,57.666666666666664,76.63333333333333,59.13333333333333
2015/2016,"Montréal, Quebec","Total, 12 years and over",Both sexes,223,424219.8,651760.0,26560.0,377240.0,759920.2,1911180.0,113019.8,1324540.2,517400.2,1508980.2,1097900.2,66879.8,1160339.8
2015/2016,"Montréal, Quebec","Total, 12 years and over",Both sexes,239,22.933333333333334,35.13333333333333,22.633333333333336,17.900000000000002,37.833333333333336,93.16666666666667,5.3999999999999995,63.20000000000001,24.7,73.3,56.86666666666667,54.46666666666667,57.23333333333334
2015/2016,"Montréal, Quebec","Total, 12 years and over",Females,223,194679.8,276880.0,11600.0,168520.0,458180.2,961100.0,76279.8,645180.0,277880.2,737800.0,526260.2,26259.8,590099.8
2015/2016,"Montréal, Quebec","Total, 12 years and over",Females,239,21.133333333333333,30.133333333333336,20.8,15.833333333333334,45.199999999999996,92.83333333333333,7.233333333333333,61.06666666666666,26.3,71.10000000000001,53.93333333333334,44.0,58.0
2015/2016,"Montréal, Quebec","Total, 12 years and over",Males,223,230299.8,375220.0,15060.0,209480.0,302100.2,951160.0,36899.8,679040.2,238280.2,770780.0,571160.0,40620.0,570519.8
2015/2016,"Montréal, Quebec","Total, 12 years and over",Males,239,24.73333333333333,40.03333333333333,24.733333333333334,20.033333333333335,30.36666666666667,93.43333333333332,3.6,65.39999999999999,23.100000000000005,75.53333333333332,59.9,64.2,56.46666666666667
2015/2016,New Brunswick,"Total, 12 years and over",Both sexes,223,160900.25,142725.0,9500.25,88075.0,120624.75,424950.0,49900.25,270924.75,89949.75,309324.75,218149.75,15149.75,329750.25
2015/2016,New Brunswick,"Total, 12 years and over",Both sexes,239,38.733333333333334,34.4,33.53333333333333,18.26666666666667,27.03333333333333,91.53333333333335,10.366666666666667,56.26666666666667,18.733333333333334,66.3,49.666666666666664,52.833333333333336,71.16666666666667
2015/2016,New Brunswick,"Total, 12 years and over",Females,223,81225.25,63025.0,3975.0,43750.25,77824.75,218649.75,32800.25,138499.75,50149.75,157424.75,103699.75,6475.0,170825.0
2015/2016,New Brunswick,"Total, 12 years and over",Females,239,38.300000000000004,29.96666666666667,28.333333333333332,17.8,33.333333333333336,90.56666666666666,13.366666666666667,56.333333333333336,20.566666666666666,64.93333333333334,45.70000000000001,45.800000000000004,70.5
2015/2016,New Brunswick,"Total, 12 years and over",Males,223,79725.25,79600.0,5500.0,44350.0,42824.75,206175.0,17450.0,132724.75,39799.75,152024.75,114474.75,8650.0,159275.25
2015/2016,New Brunswick,"Total, 12 years and over",Males,239,39.333333333333336,39.13333333333333,39.1,18.833333333333332,20.200000000000003,92.46666666666665,7.333333333333333,56.13333333333333,16.900000000000002,67.80000000000001,53.86666666666667,59.53333333333333,71.80000000000001
2015/2016,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,223,122600.25,95724.75,7250.25,74325.25,66899.75,303525.0,33425.25,212625.0,45599.75,234625.0,157449.75,11300.0,261225.25
2015/2016,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,239,41.13333333333333,31.933333333333334,37.13333333333333,21.666666666666668,20.466666666666665,91.89999999999999,9.833333333333334,61.96666666666667,13.333333333333334,70.9,49.800000000000004,57.5,79.06666666666666
2015/2016,Newfoundland and Labrador,"Total, 12 years and over",Females,223,56200.25,48150.0,2650.0,34650.25,40349.75,156150.0,24050.25,111800.25,26524.75,118925.0,72174.75,5075.0,134150.25
2015/2016,Newfoundland and Labrador,"Total, 12 years and over",Females,239,36.96666666666667,31.866666666666664,29.099999999999998,19.766666666666666,24.066666666666663,91.5,13.799999999999999,63.96666666666666,15.266666666666666,69.63333333333334,44.800000000000004,52.63333333333333,78.56666666666666
2015/2016,Newfoundland and Labrador,"Total, 12 years and over",Males,223,66650.25,47474.75,4625.25,39575.25,26374.75,147625.0,9600.0,100925.0,19074.75,115875.0,85049.75,6225.0,127275.25
2015/2016,Newfoundland and Labrador,"Total, 12 years and over",Males,239,45.4,32.03333333333333,44.43333333333334,23.766666666666666,16.733333333333334,92.16666666666667,5.833333333333333,59.833333333333336,11.4,72.2,55.06666666666667,62.06666666666666,79.53333333333333
2015/2016,Northwest Territories,"Total, 12 years and over",Both sexes,223,8825.25,7375.0,575.25,8975.25,6249.75,23100.0,1750.0,14174.75,4674.75,17149.75,14450.0,950.0,20550.25
2015/2016,Northwest Territories,"Total, 12 years and over",Both sexes,239,39.833333333333336,32.86666666666667,39.43333333333334,34.13333333333333,25.03333333333333,89.53333333333335,6.8,54.29999999999999,18.099999999999998,66.26666666666667,61.199999999999996,55.43333333333334,79.16666666666667
2015/2016,Northwest Territories,"Total, 12 years and over",Females,223,4025.25,3150.0,275.0,4275.25,3674.75,11425.0,974.75,7375.0,2224.75,8199.75,7050.0,450.0,10625.25
2015/2016,Northwest Territories,"Total, 12 years and over",Females,239,38.36666666666667,29.73333333333333,37.266666666666666,32.699999999999996,29.600000000000005,88.60000000000001,7.7,57.06666666666666,17.166666666666668,63.23333333333333,60.06666666666666,53.29999999999999,81.89999999999999
2015/2016,Northwest Territories,"Total, 12 years and over",Males,223,4775.25,4200.0,325.0,4700.25,2575.0,11650.0,775.0,6774.75,2450.0,8925.0,7375.0,525.0,9900.25
2015/2016,Northwest Territories,"Total, 12 years and over",Males,239,41.3,35.833333333333336,42.333333333333336,35.73333333333333,20.666666666666668,90.23333333333333,6.233333333333333,51.6,19.233333333333334,69.10000000000001,62.166666666666664,57.03333333333333,76.13333333333334
2015/2016,Nova Scotia,"Total, 12 years and over",Both sexes,223,182850.25,187575.0,14025.25,117250.25,140574.75,538924.75,65975.25,360449.75,114224.75,401224.75,316175.0,22550.0,440600.25
2015/2016,Nova Scotia,"Total, 12 years and over",Both sexes,239,34.199999999999996,35.233333333333334,38.1,19.3,24.133333333333336,91.53333333333335,10.9,59.29999999999999,18.733333333333334,67.76666666666667,56.46666666666666,62.93333333333334,74.86666666666667
2015/2016,Nova Scotia,"Total, 12 years and over",Females,223,86800.25,89450.0,6950.25,53150.25,92899.75,281350.0,41900.25,193725.0,65349.75,207700.0,152825.0,10400.0,233625.25
2015/2016,Nova Scotia,"Total, 12 years and over",Females,239,31.933333333333334,32.733333333333334,39.699999999999996,16.966666666666665,30.7,91.53333333333335,13.433333333333335,61.800000000000004,20.666666666666668,67.16666666666667,52.70000000000001,59.5,76.13333333333334
2015/2016,Nova Scotia,"Total, 12 years and over",Males,223,95425.25,98025.0,7150.0,64200.0,47649.75,257525.0,24350.25,167149.75,48849.75,193524.75,163250.0,12150.0,206875.25
2015/2016,Nova Scotia,"Total, 12 years and over",Males,239,36.56666666666666,37.86666666666667,36.833333333333336,21.8,17.066666666666666,91.39999999999999,8.299999999999999,56.666666666666664,16.666666666666668,68.36666666666666,60.5,66.06666666666666,73.43333333333334
2015/2016,Nunavut,"Total, 12 years and over",Both sexes,223,4900.25,4599.75,750.0,12700.25,4525.0,17049.75,1275.0,9124.75,3174.75,10574.75,9750.0,549.75,17325.25
2015/2016,Nunavut,"Total, 12 years and over",Both sexes,239,32.4,30.233333333333334,41.13333333333333,62.06666666666666,25.53333333333333,85.23333333333333,6.533333333333334,43.9,15.700000000000001,51.76666666666667,55.23333333333333,39.53333333333333,85.73333333333333
2015/2016,Nunavut,"Total, 12 years and over",Males,223,2525.0,2800.0,500.0,6500.25,2275.0,8549.75,700.0,4624.75,1524.75,5549.75,5275.0,374.75,8825.25
2015/2016,Nunavut,"Total, 12 years and over",Males,239,29.8,33.96666666666667,45.73333333333333,60.9,25.033333333333335,82.5,7.2,42.46666666666666,14.800000000000002,52.300000000000004,57.666666666666664,43.23333333333333,84.0
2015/2016,Ontario,"Total, 12 years and over",Both sexes,223,1991375.0,2676200.0,131800.0,1483924.75,2307424.75,7881250.0,776375.25,5434225.0,1951675.25,6093825.0,4634550.0,360475.0,6006750.25
2015/2016,Ontario,"Total, 12 years and over",Both sexes,239,26.2,35.233333333333334,24.766666666666666,16.733333333333334,27.8,92.56666666666666,8.7,61.0,22.03333333333333,71.10000000000001,57.43333333333334,59.96666666666667,70.89999999999999
2015/2016,Ontario,"Total, 12 years and over",Females,223,946025.0,1174400.0,54625.0,626724.75,1435999.75,4055050.0,492725.0,2739725.0,1084050.0,3050925.0,2242850.0,145275.0,3131925.25
2015/2016,Ontario,"Total, 12 years and over",Females,239,24.73333333333333,30.733333333333334,21.2,13.800000000000002,33.5,92.63333333333333,10.799999999999999,60.1,23.900000000000002,69.1,54.1,50.666666666666664,71.9
2015/2016,Ontario,"Total, 12 years and over",Males,223,1046325.0,1500425.0,77250.0,860025.0,869099.75,3825325.0,284100.25,2694925.0,867650.0,3044100.0,2390025.0,214950.0,2873075.25
2015/2016,Ontario,"Total, 12 years and over",Males,239,27.7,39.8,28.266666666666666,19.833333333333332,21.7,92.46666666666665,6.5,61.96666666666667,20.099999999999998,73.26666666666667,60.93333333333334,68.4,69.83333333333333
2015/2016,"Oshawa, Ontario","Total, 12 years and over",Both sexes,223,58060.0,69300.0,3440.0,41020.0,59020.0,203100.0,31720.4,147600.0,55000.0,158660.0,128600.0,10440.0,150600.0
2015/2016,"Oshawa, Ontario","Total, 12 years and over",Both sexes,239,29.400000000000002,34.9,25.7,18.2,28.133333333333336,91.53333333333335,14.200000000000001,64.73333333333333,24.2,71.26666666666667,61.5,67.83333333333333,68.3
2015/2016,"Ottawa-Gatineau, Ontario part","Total, 12 years and over",Both sexes,223,108000.0,158060.0,7160.0,76479.8,157660.2,468320.4,43100.0,340040.4,112240.0,359560.0,305360.4,21480.0,344720.0
2015/2016,"Ottawa-Gatineau, Ontario part","Total, 12 years and over",Both sexes,239,24.600000000000005,35.833333333333336,23.03333333333333,15.1,32.76666666666667,94.46666666666665,8.533333333333333,66.83333333333333,22.099999999999998,72.46666666666665,66.56666666666666,60.1,70.36666666666667
2015/2016,"Ottawa-Gatineau, Ontario part","Total, 12 years and over",Males,223,56560.0,96700.0,3660.0,44260.0,63200.0,229060.2,15200.0,165440.4,53000.0,180140.0,159700.4,11380.0,166480.0
2015/2016,"Ottawa-Gatineau, Ontario part","Total, 12 years and over",Males,239,25.8,44.23333333333333,23.3,18.166666666666668,27.099999999999998,94.7,6.233333333333333,66.63333333333334,21.63333333333333,74.53333333333335,71.03333333333335,59.73333333333333,69.46666666666665
2015/2016,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,223,184375.0,277275.0,11575.0,145975.0,280700.25,789150.25,67600.0,562150.25,198225.0,610000.0,497525.25,35100.0,543824.75
2015/2016,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Both sexes,239,24.566666666666666,37.0,21.46666666666667,17.033333333333335,34.199999999999996,94.03333333333332,7.866666666666667,65.33333333333333,23.03333333333333,72.63333333333333,63.9,59.06666666666666,65.63333333333334
2015/2016,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Females,223,85800.0,109975.0,5350.0,60600.0,169250.0,401400.0,43150.0,286900.25,109575.0,301700.0,238000.25,15675.0,277299.75
2015/2016,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Females,239,23.066666666666663,29.399999999999995,21.53333333333333,13.9,40.56666666666667,93.66666666666667,9.9,65.63333333333334,25.066666666666666,70.23333333333333,60.133333333333326,55.333333333333336,65.46666666666667
2015/2016,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Males,223,98200.0,166675.25,6250.0,85325.0,110825.0,387850.0,24825.0,273300.0,87925.0,308425.0,259975.25,19450.0,267875.0
2015/2016,"Ottawa-Gatineau, Ontario/Quebec","Total, 12 years and over",Males,239,26.233333333333334,44.6,22.833333333333332,20.400000000000002,27.666666666666668,94.36666666666667,5.933333333333334,64.96666666666667,21.1,75.06666666666666,67.69999999999999,62.03333333333334,65.73333333333333
2015/2016,"Ottawa-Gatineau, Quebec part","Total, 12 years and over",Both sexes,223,39020.0,63860.0,2080.0,40180.4,66600.2,162720.0,11039.8,109140.0,46400.2,128140.0,92260.0,6540.0,90499.6
2015/2016,"Ottawa-Gatineau, Quebec part","Total, 12 years and over",Both sexes,239,24.666666666666668,40.333333333333336,18.53333333333333,22.666666666666668,38.36666666666667,92.8,6.199999999999999,60.93333333333334,25.933333333333334,72.89999999999999,56.36666666666667,55.43333333333334,52.13333333333333
2015/2016,"Ottawa-Gatineau, Quebec part","Total, 12 years and over",Males,223,21960.0,36660.0,1440.0,23960.4,25060.2,80780.0,4700.0,53760.0,17540.0,66380.0,47880.0,4160.0,47759.8
2015/2016,"Ottawa-Gatineau, Quebec part","Total, 12 years and over",Males,239,27.566666666666666,45.666666666666664,24.066666666666663,26.96666666666667,29.633333333333336,92.96666666666668,5.366666666666667,60.199999999999996,19.833333333333336,76.16666666666667,58.4,67.86666666666667,55.13333333333333
2015/2016,Prince Edward Island,"Total, 12 years and over",Both sexes,223,25500.25,32500.25,1575.0,14374.75,25925.0,86100.25,7100.0,57800.0,13649.75,67425.0,46074.75,3224.75,69025.25
2015/2016,Prince Edward Island,"Total, 12 years and over",Both sexes,239,30.866666666666664,40.0,24.333333333333332,15.166666666666666,28.8,94.03333333333332,7.5,61.166666666666664,14.366666666666667,73.36666666666666,53.4,50.0,75.53333333333335
2015/2016,Prince Edward Island,"Total, 12 years and over",Females,223,12450.25,14875.25,625.0,6250.0,15774.75,44625.0,4400.0,31875.25,7074.75,35000.25,20999.75,1575.0,35925.25
2015/2016,Prince Edward Island,"Total, 12 years and over",Females,239,29.633333333333336,36.03333333333333,20.400000000000002,12.933333333333332,33.63333333333333,93.53333333333335,9.033333333333333,65.66666666666667,14.5,73.26666666666667,47.26666666666666,48.833333333333336,75.63333333333334
2015/2016,Prince Edward Island,"Total, 12 years and over",Males,223,13150.0,17650.0,975.0,8150.0,10175.0,41475.0,2725.0,25974.75,6549.75,32375.0,25025.0,1674.75,33125.25
2015/2016,Prince Edward Island,"Total, 12 years and over",Males,239,32.300000000000004,44.13333333333333,28.73333333333333,17.666666666666668,23.633333333333336,94.43333333333332,5.966666666666666,56.36666666666667,14.433333333333332,73.3,59.800000000000004,51.23333333333333,75.36666666666666
2015/2016,Quebec,"Total, 12 years and over",Both sexes,223,1152224.75,1718800.0,70174.75,978450.25,1968250.25,4862900.25,296274.75,3322850.25,1254425.25,3863400.25,2688324.75,169224.75,3023274.75
2015/2016,Quebec,"Total, 12 years and over",Both sexes,239,24.400000000000002,36.3,23.2,18.400000000000002,38.6,93.66666666666667,5.599999999999999,62.6,23.666666666666668,74.2,54.86666666666667,55.1,58.9
2015/2016,Quebec,"Total, 12 years and over",Females,223,537399.75,739200.0,28525.0,445850.25,1207750.25,2451300.25,196599.75,1627550.0,694550.25,1898575.25,1253324.75,68599.75,1514974.75
2015/2016,Quebec,"Total, 12 years and over",Females,239,22.833333333333332,31.400000000000002,19.8,16.633333333333336,46.79999999999999,93.53333333333332,7.333333333333333,60.800000000000004,26.0,72.2,50.5,46.26666666666667,58.666666666666664
2015/2016,Quebec,"Total, 12 years and over",Males,223,615524.75,978650.0,41550.0,533475.0,761525.25,2411375.25,99599.75,1696100.25,558950.25,1966375.25,1437099.75,100425.0,1508449.75
2015/2016,Quebec,"Total, 12 years and over",Males,239,25.933333333333334,41.2,26.400000000000002,20.2,30.2,93.8,3.8333333333333335,64.5,21.333333333333332,76.26666666666667,59.29999999999999,63.26666666666667,59.166666666666664
2015/2016,"Québec, Quebec","Total, 12 years and over",Both sexes,223,79459.6,138660.0,5880.0,62499.6,161320.2,393480.4,16119.6,288980.4,94460.0,323660.4,214020.0,12460.0,224039.6
2015/2016,"Québec, Quebec","Total, 12 years and over",Both sexes,239,21.03333333333333,36.46666666666667,25.399999999999995,14.966666666666667,39.93333333333333,95.83333333333333,3.9,69.0,22.633333333333336,78.76666666666667,54.79999999999999,54.76666666666667,55.20000000000001
2015/2016,"Québec, Quebec","Total, 12 years and over",Females,223,35239.6,61620.0,2820.0,30299.8,103160.2,204700.4,11359.6,142000.4,50340.0,162720.4,100700.0,7020.0,116819.8
2015/2016,"Québec, Quebec","Total, 12 years and over",Females,239,18.166666666666668,31.766666666666666,24.100000000000005,14.0,49.06666666666666,95.8,5.333333333333333,65.23333333333333,23.133333333333336,76.0,49.79999999999999,57.53333333333333,55.666666666666664
2015/2016,"Québec, Quebec","Total, 12 years and over",Males,223,44440.0,76860.0,3100.0,32039.6,57840.2,188600.4,4879.6,146520.4,44340.0,160760.4,112840.0,5399.8,106619.8
2015/2016,"Québec, Quebec","Total, 12 years and over",Males,239,24.2,41.46666666666667,27.733333333333334,16.099999999999998,30.03333333333333,95.73333333333335,2.533333333333333,73.03333333333332,22.166666666666668,81.66666666666667,60.166666666666664,51.26666666666667,54.70000000000001
2015/2016,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,223,28660.0,42820.2,1720.0,22740.0,30880.0,108660.0,10120.0,68600.0,20859.8,80480.0,58240.0,3580.0,83840.2
2015/2016,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,239,27.76666666666667,41.6,30.26666666666667,19.76666666666667,27.733333333333334,93.13333333333334,8.766666666666667,57.76666666666666,18.2,69.13333333333334,53.9,55.23333333333333,72.86666666666666
2015/2016,"Regina, Saskatchewan","Total, 12 years and over",Males,223,15200.0,27420.2,1620.0,13060.0,10099.8,55760.0,4920.0,34760.0,9300.0,42180.0,32760.0,2360.0,41560.0
2015/2016,"Regina, Saskatchewan","Total, 12 years and over",Males,239,29.03333333333333,50.43333333333334,44.63333333333333,22.333333333333332,18.133333333333336,94.26666666666665,8.799999999999999,57.9,16.366666666666667,71.3,61.4,67.10000000000001,71.53333333333332
2015/2016,"Rural areas, Alberta","Total, 12 years and over",Both sexes,223,76780.2,95120.0,6180.0,61860.2,84620.0,276000.4,24820.0,193000.2,55299.6,222620.2,157520.0,17240.0,213920.4
2015/2016,"Rural areas, Alberta","Total, 12 years and over",Both sexes,239,30.366666666666664,37.833333333333336,23.233333333333334,20.733333333333334,30.066666666666666,94.86666666666667,8.366666666666667,64.73333333333333,18.566666666666666,75.93333333333334,59.9,59.79999999999999,73.80000000000001
2015/2016,"Rural areas, Alberta","Total, 12 years and over",Females,223,34920.2,39660.0,1679.8,25460.0,56580.0,138340.4,16920.0,98160.2,27799.8,111080.4,74400.0,8380.0,108160.4
2015/2016,"Rural areas, Alberta","Total, 12 years and over",Females,239,28.7,32.333333333333336,13.933333333333332,17.266666666666666,40.03333333333333,94.8,11.533333333333333,65.8,18.900000000000002,75.89999999999999,56.666666666666664,62.1,75.06666666666666
2015/2016,"Rural areas, Alberta","Total, 12 years and over",Males,223,41820.0,55560.0,4540.0,36300.2,28240.0,138360.2,8180.0,95200.0,27440.0,111260.0,83000.0,8780.0,105460.2
2015/2016,"Rural areas, Alberta","Total, 12 years and over",Males,239,32.06666666666667,43.0,32.36666666666667,24.3,20.26666666666667,94.83333333333333,5.566666666666667,63.63333333333333,18.3,75.83333333333333,63.13333333333333,57.46666666666667,72.46666666666665
2015/2016,"Rural areas, British Columbia","Total, 12 years and over",Both sexes,223,71120.2,96620.0,6800.0,50360.0,95020.0,273540.0,26860.0,185220.0,61720.0,215340.2,178180.2,12800.0,215720.2
2015/2016,"Rural areas, British Columbia","Total, 12 years and over",Both sexes,239,27.0,36.833333333333336,32.833333333333336,16.666666666666668,33.13333333333333,92.76666666666667,8.9,60.666666666666664,20.566666666666666,72.76666666666667,65.36666666666667,62.03333333333333,73.53333333333332
2015/2016,"Rural areas, British Columbia","Total, 12 years and over",Females,223,32300.2,38060.0,3800.0,21540.2,54920.0,132220.0,18600.0,92080.0,35340.0,103260.0,84600.2,6040.0,109000.2
2015/2016,"Rural areas, British Columbia","Total, 12 years and over",Females,239,25.7,30.26666666666667,33.43333333333333,14.633333333333333,38.5,90.46666666666665,12.633333333333335,61.43333333333334,23.666666666666668,70.19999999999999,62.96666666666666,56.96666666666666,75.2
2015/2016,"Rural areas, British Columbia","Total, 12 years and over",Males,223,38660.2,58960.0,3160.0,28760.0,40300.2,140920.4,8300.0,93160.0,26740.0,111900.2,93720.2,6760.0,106460.0
2015/2016,"Rural areas, British Columbia","Total, 12 years and over",Males,239,28.3,42.9,33.333333333333336,18.76666666666667,27.900000000000002,94.89999999999999,5.466666666666666,59.93333333333334,17.666666666666668,75.2,67.6,66.63333333333333,71.83333333333333
2015/2016,"Rural areas, Manitoba","Total, 12 years and over",Both sexes,223,43040.4,40360.0,3140.0,21099.8,35760.0,123740.4,8759.6,83400.0,25279.8,95620.0,64259.8,7860.0,98720.4
2015/2016,"Rural areas, Manitoba","Total, 12 years and over",Both sexes,239,37.93333333333334,35.7,25.86666666666667,15.700000000000001,28.333333333333332,94.16666666666667,6.5,61.6,18.866666666666664,72.43333333333334,54.166666666666664,62.133333333333326,75.73333333333333
2015/2016,"Rural areas, Manitoba","Total, 12 years and over",Males,223,24680.4,23480.0,2440.0,11199.6,13320.0,63240.0,3780.0,42000.0,13760.0,49200.0,36180.0,4520.0,50980.4
2015/2016,"Rural areas, Manitoba","Total, 12 years and over",Males,239,40.800000000000004,38.93333333333333,34.300000000000004,16.099999999999998,20.76666666666667,92.8,5.3999999999999995,59.46666666666667,19.900000000000002,72.03333333333332,59.333333333333336,64.5,75.5
2015/2016,"Rural areas, New Brunswick","Total, 12 years and over",Both sexes,223,62520.2,56060.0,3740.0,33080.0,46640.0,160440.0,17620.0,100919.8,33799.8,113819.8,80239.8,6580.0,130080.2
2015/2016,"Rural areas, New Brunswick","Total, 12 years and over",Both sexes,239,39.699999999999996,35.6,31.8,18.233333333333334,27.766666666666666,91.89999999999999,9.6,55.166666666666664,18.7,64.86666666666666,48.63333333333333,52.1,74.5
2015/2016,"Rural areas, New Brunswick","Total, 12 years and over",Females,223,30680.2,24800.0,1660.0,15480.0,31800.0,82180.0,9920.0,52520.0,17919.8,59520.0,38379.8,2900.0,67500.2
2015/2016,"Rural areas, New Brunswick","Total, 12 years and over",Females,239,38.699999999999996,31.8,25.96666666666667,16.866666666666664,36.49999999999999,91.5,10.733333333333334,57.333333333333336,19.833333333333332,65.93333333333334,46.0,43.76666666666667,74.96666666666665
2015/2016,"Rural areas, New Brunswick","Total, 12 years and over",Males,223,31860.2,31080.0,2140.0,17800.0,14799.8,78120.0,7900.2,48459.8,16000.0,54359.8,41799.8,3660.0,62460.2
2015/2016,"Rural areas, New Brunswick","Total, 12 years and over",Males,239,40.766666666666666,39.6,39.96666666666667,19.900000000000002,18.433333333333334,92.09999999999998,8.733333333333334,52.9,17.733333333333334,63.63333333333333,51.300000000000004,61.333333333333336,73.86666666666667
2015/2016,"Rural areas, Newfoundland and Labrador","Total, 12 years and over",Both sexes,223,40340.2,28899.8,2000.0,26060.2,16199.6,93340.0,7119.8,62160.0,11579.8,69019.8,43339.6,3280.0,85280.4
2015/2016,"Rural areas, Newfoundland and Labrador","Total, 12 years and over",Both sexes,239,45.4,32.03333333333333,33.199999999999996,25.099999999999998,16.166666666666668,92.3,6.866666666666667,59.9,11.0,68.16666666666667,45.6,52.06666666666667,84.36666666666666
2015/2016,"Rural areas, Newfoundland and Labrador","Total, 12 years and over",Females,223,17460.2,14560.0,640.0,11260.2,9659.6,46960.0,4999.8,32080.0,7359.8,34440.0,18459.8,1440.0,42680.4
2015/2016,"Rural areas, Newfoundland and Labrador","Total, 12 years and over",Females,239,40.36666666666667,33.73333333333333,22.233333333333334,21.866666666666664,19.400000000000002,92.56666666666666,9.766666666666666,62.199999999999996,14.066666666666668,67.56666666666666,39.26666666666667,42.166666666666664,83.83333333333333
2015/2016,"Rural areas, Newfoundland and Labrador","Total, 12 years and over",Males,223,23000.2,14399.8,1420.0,14700.2,6519.8,46460.0,2159.8,30040.0,4179.8,34619.8,24939.8,1860.0,42820.4
